dayOfWeek1.period1Max,dayOfWeek1.period1Min,dayOfWeek1.period1Target,dayOfWeek1.period2Max,dayOfWeek1.period2Min,dayOfWeek1.period2Target,dayOfWeek1.period3Max,dayOfWeek1.period3Min,dayOfWeek1.period3Target,dayOfWeek1.period4Max,dayOfWeek1.period4Min,dayOfWeek1.period4Target,dayOfWeek1.period5max,dayOfWeek1.period5min,dayOfWeek1.period5target,dayOfWeek1.sector,dayOfWeek1.sector.id,dayOfWeek2.period1Max,dayOfWeek2.period1Min,dayOfWeek2.period1Target,dayOfWeek2.period2Max,dayOfWeek2.period2Min,dayOfWeek2.period2Target,dayOfWeek2.period3Max,dayOfWeek2.period3Min,dayOfWeek2.period3Target,dayOfWeek2.period4Max,dayOfWeek2.period4Min,dayOfWeek2.period4Target,dayOfWeek2.period5max,dayOfWeek2.period5min,dayOfWeek2.period5target,dayOfWeek2.sector,dayOfWeek2.sector.id,dayOfWeek3.period1Max,dayOfWeek3.period1Min,dayOfWeek3.period1Target,dayOfWeek3.period2Max,dayOfWeek3.period2Min,dayOfWeek3.period2Target,dayOfWeek3.period3Max,dayOfWeek3.period3Min,dayOfWeek3.period3Target,dayOfWeek3.period4Max,dayOfWeek3.period4Min,dayOfWeek3.period4Target,dayOfWeek3.period5max,dayOfWeek3.period5min,dayOfWeek3.period5target,dayOfWeek3.sector,dayOfWeek3.sector.id,dayOfWeek4.period1Max,dayOfWeek4.period1Min,dayOfWeek4.period1Target,dayOfWeek4.period2Max,dayOfWeek4.period2Min,dayOfWeek4.period2Target,dayOfWeek4.period3Max,dayOfWeek4.period3Min,dayOfWeek4.period3Target,dayOfWeek4.period4Max,dayOfWeek4.period4Min,dayOfWeek4.period4Target,dayOfWeek4.period5max,dayOfWeek4.period5min,dayOfWeek4.period5target,dayOfWeek4.sector,dayOfWeek4.sector.id,dayOfWeek5.period1Max,dayOfWeek5.period1Min,dayOfWeek5.period1Target,dayOfWeek5.period2Max,dayOfWeek5.period2Min,dayOfWeek5.period2Target,dayOfWeek5.period3Max,dayOfWeek5.period3Min,dayOfWeek5.period3Target,dayOfWeek5.period4Max,dayOfWeek5.period4Min,dayOfWeek5.period4Target,dayOfWeek5.period5max,dayOfWeek5.period5min,dayOfWeek5.period5target,dayOfWeek5.sector,dayOfWeek5.sector.id,dayOfWeek6.period1Max,dayOfWeek6.period1Min,dayOfWeek6.period1Target,dayOfWeek6.period2Max,dayOfWeek6.period2Min,dayOfWeek6.period2Target,dayOfWeek6.period3Max,dayOfWeek6.period3Min,dayOfWeek6.period3Target,dayOfWeek6.period4Max,dayOfWeek6.period4Min,dayOfWeek6.period4Target,dayOfWeek6.period5max,dayOfWeek6.period5min,dayOfWeek6.period5target,dayOfWeek6.sector,dayOfWeek6.sector.id,dayOfWeek7.period1Max,dayOfWeek7.period1Min,dayOfWeek7.period1Target,dayOfWeek7.period2Max,dayOfWeek7.period2Min,dayOfWeek7.period2Target,dayOfWeek7.period3Max,dayOfWeek7.period3Min,dayOfWeek7.period3Target,dayOfWeek7.period4Max,dayOfWeek7.period4Min,dayOfWeek7.period4Target,dayOfWeek7.period5max,dayOfWeek7.period5min,dayOfWeek7.period5target,dayOfWeek7.sector,dayOfWeek7.sector.id,id,info.capacity,info.cluster,info.eightd_has_available_keys,info.eightd_has_key_dispenser,info.index,info.installDate,info.installed,info.is_installed,info.is_renting,info.is_returning,info.last_reported,info.locked,info.num_bikes_available,info.num_bikes_disabled,info.num_docks_available,info.num_docks_disabled,info.priority,info.removalDate,info.rental_methods,info.secteur_lavage,info.secteur_redist,info.status,info.temporary,info.terminalName,label,threshold.maxMet,threshold.maxMetQty,threshold.minMet,threshold.minMetQty
80,20,50,80,20,50,80,0,55,80,20,55,85,30,55,,,110,20,50,110,10,50,60,0,35,85,25,60,80,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,35,55,80,25,55,80,0,60,90,45,60,85,45,65,,,436.0,15,"50,50,65,55",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,6,0,9,0,0,,"KEY,CREDITCARD",N3,Rosemont Est,ok,,6723,26e avenue / Beaubien,,,,
60,-10,35,60,10,35,30,-10,10,55,-10,30,65,-10,40,,,110,-10,50,110,-10,50,20,-10,5,50,-10,30,70,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-10,20,,,60,0,30,75,10,40,60,0,30,70,0,40,70,0,30,,,439.0,35,"50,30,50,70",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,14,1,20,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,6724,Léa-Roback / Sir-Georges-Etienne-Cartier,2019-06-04T11:02:48-04,14,,
70,0,45,70,0,55,100,0,55,80,0,55,80,10,50,,,110,-10,50,110,-10,50,100,0,55,100,10,50,90,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,15,45,70,20,45,70,15,45,70,15,45,80,10,55,,,437.0,15,"50,30,30,30",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,0,12,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6725,Métro Monk (Allard / Beaulieu),,,,
,,,,,,,,,,,,,,,,,110,-10,50,110,-10,50,65,0,30,60,10,45,60,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,39,"50,50,50,50",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,18,2,19,0,0,,"KEY,CREDITCARD",N4,Ahuntsic,ok,,6726,Sauvé / Christophe-Colomb,,,,
55,0,20,60,0,20,30,-1,20,30,0,10,30,0,15,,,110,-10,50,110,-10,50,100,25,45,60,10,40,20,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,449.0,31,"50,70,30,10",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,27,0,4,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6727,Richardson / de Montmorency,,,,
80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,70,0,50,75,10,50,55,10,30,80,30,65,100,40,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,447.0,15,"10,55,65,70",false,false,,,true,false,true,true,1970-01-18T20:14:11-05,false,0,0,15,0,0,,"KEY,CREDITCARD",N1,Villeray,ok,,6728,d'Outremont / Ogilvy,,,2019-06-04T08:31:59-04,0
70,0,35,90,25,50,90,20,50,90,25,50,90,20,50,,,85,20,45,85,10,55,75,10,45,85,15,55,80,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0,15,"10,40,40,40",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,14,0,1,0,0,,"KEY,CREDITCARD",C4,Centre Sud,ok,,6729,St-André / Ste-Catherine,2019-06-04T09:47:13-04,15,,
80,20,55,80,20,55,85,35,60,85,35,55,85,40,65,,,100,20,50,100,10,50,90,10,50,90,10,50,90,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,27,"50,50,50,50",false,false,,,true,false,true,true,1970-01-18T20:14:11-05,false,6,0,21,0,0,,"KEY,CREDITCARD",N3,Rosemont Est,ok,,6730,35e avenue / Beaubien,,,,
80,25,55,80,25,55,80,20,50,80,35,60,85,35,65,,,110,30,50,110,10,50,80,25,50,90,20,50,85,45,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,25,55,85,25,55,80,35,55,85,30,60,85,40,65,,,442.0,19,"50,50,65,65",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,1,2,16,0,0,,"KEY,CREDITCARD",N3,Rosemont Est,ok,,6731,28e avenue / Rosemont,,,2019-06-04T11:02:51-04,2
70,30,55,70,30,55,70,30,50,90,30,65,80,35,60,,,110,-10,50,110,-10,50,20,0,5,35,0,30,80,30,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,60,55,,,70,25,55,70,25,55,80,25,55,80,25,55,80,25,55,,,448.0,27,"50,15,30,60",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,27,0,0,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6732,Fortune / Wellington,2019-06-04T11:02:50-04,26,,
80,20,50,80,20,50,80,20,55,85,35,60,85,40,60,,,10,-10,5,70,-10,60,90,55,80,100,60,75,90,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,55,80,20,55,85,35,60,85,35,65,85,40,60,,,445.0,23,"50,50,55,65",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,2,0,21,0,0,,"KEY,CREDITCARD",N2,Villeray,ok,,6733,Villeray / de Normanville,,,2019-06-04T11:02:50-04,2
80,30,50,80,30,50,80,25,55,80,35,50,85,40,60,,,110,25,65,110,20,50,55,10,35,95,45,60,95,45,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,25,55,80,25,55,80,30,55,80,30,60,85,40,60,,,444.0,15,"50,55,55,55",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,0,0,15,0,0,,"KEY,CREDITCARD",N2,Villeray,ok,,6734,Lajeunesse / Villeray,,,2019-06-04T08:51:59-04,3
80,20,50,80,20,50,80,20,55,80,20,55,80,20,55,,,110,-10,50,110,-10,50,85,35,40,80,20,50,85,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,30,50,80,20,50,80,20,50,80,35,55,80,40,50,,,446.0,15,"50,70,50,20",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,8,0,7,0,0,,"KEY,CREDITCARD",N3,Villeray,ok,,6735,François-Perrault / L.-O.-David,,,,
80,10,50,80,10,50,70,0,40,70,0,50,70,0,50,,,90,0,50,60,-10,25,50,-10,25,60,-1,40,60,-10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,50,70,0,50,70,0,50,60,0,40,70,0,55,,,451.0,17,"40,30,30,30",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,12,0,5,0,0,,"KEY,CREDITCARD",N4,Ahuntsic,ok,,6736,Métro Henri-Bourassa (Henri-Bourassa / Millen),2019-06-04T09:02:32-04,12,,
80,35,60,80,35,60,,,,,,,,,,,,110,10,50,110,10,50,70,0,35,70,35,40,70,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,31,"50,60,55,55",false,false,,,true,false,true,true,1970-01-18T20:14:16-05,false,14,0,17,0,0,,"KEY,CREDITCARD",N4,Ahuntsic,ok,,6737,Jacques-Casault / Christophe-Colomb,,,,
40,-10,20,40,-10,20,50,-10,20,40,-10,15,25,-10,10,,,20,-10,5,65,-10,50,95,55,80,100,55,70,100,40,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,-10,40,60,-10,40,60,0,35,60,0,30,80,0,55,,,455.0,39,"20,75,80,20",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,27,0,12,0,0,,"KEY,CREDITCARD",C2,Centre Ville,ok,,6738,Union / René-Lévesque,,,,
80,20,50,80,20,50,80,20,50,80,20,50,80,35,60,,,110,-10,50,110,-10,50,30,-10,20,40,0,30,50,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,450.0,15,"50,20,20,20",false,false,,,true,false,true,true,1970-01-18T20:14:11-05,false,7,0,8,0,0,,"KEY,CREDITCARD",E2,Hochelaga Est,ok,,6739,Pierre-de-Coubertin / Langelier,2019-06-04T11:02:52-04,7,,
80,10,55,80,0,50,80,10,40,75,35,55,75,35,55,,,60,-10,35,60,-10,35,60,0,20,40,-10,20,70,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0,23,"35,40,40,30",false,false,,,true,false,true,true,1970-01-18T20:14:20-05,false,0,0,23,0,0,,"KEY,CREDITCARD",SO2,Griffintown,ok,,6741,Canning / Notre-Dame,,,2019-06-04T11:02:53-04,0
80,20,55,80,20,55,80,20,55,80,20,60,85,40,60,,,110,-10,50,110,0,30,20,-10,5,45,-10,20,50,-10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,55,80,20,55,80,20,50,80,20,50,80,20,50,,,459.0,23,"50,50,50,50",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,12,0,11,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6742,St-Patrick / Briand,2019-06-04T11:22:26-04,11,,
80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,110,60,85,110,45,80,90,45,65,100,35,60,100,35,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,460.0,23,"80,65,60,50",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,3,0,20,0,0,,"KEY,CREDITCARD",C1,Centre Ouest,ok,,6743,St-Marc / Sherbrooke,,,2019-06-04T08:46:56-04,12
50,0,30,50,0,30,65,0,35,,,,,,,,,100,0,50,100,0,10,65,0,10,80,25,60,95,50,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,30,55,0,30,65,0,25,65,-10,35,65,-10,35,,,461.0,15,"50,50,55,55",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,0,14,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6744,Hamilton / Jolicoeur,,,,
50,0,20,65,0,40,80,10,50,70,10,40,35,-10,10,,,10,-10,5,70,-10,60,90,40,70,100,60,80,90,25,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,20,70,0,40,70,0,45,85,0,35,80,0,40,,,456.0,19,"30,50,60,55",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,0,0,19,0,0,,"KEY,CREDITCARD",N1,Villeray,ok,,6745,de l'Épée / Jean-Talon,,,2019-06-04T11:02:55-04,1
80,20,55,80,20,55,80,20,55,80,20,55,80,35,60,,,90,10,50,90,10,50,90,20,60,80,35,60,70,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,55,80,20,55,80,20,55,80,20,55,80,20,55,,,457.0,21,"50,60,60,70",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,12,0,9,0,0,,"KEY,CREDITCARD",N1,Villeray,ok,,6746,Métro Acadie (de l'Acadie / Beaumont),,,,
80,35,65,85,40,70,80,35,60,85,35,55,60,0,25,,,30,-10,5,85,10,55,90,35,65,80,35,60,60,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,65,90,35,65,90,35,65,90,40,65,90,40,70,,,453.0,15,"40,85,85,55",false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,10,0,5,0,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,6747,Waverly / St-Zotique,,,,
60,-10,30,30,-10,10,50,0,30,70,0,40,60,0,40,,,95,-10,70,85,-10,60,25,-10,10,65,10,40,60,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,25,60,0,35,30,0,10,40,0,20,60,20,40,,,463.0,15,"20,25,30,30",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,0,14,0,0,,"KEY,CREDITCARD",SO2,Griffintown,ok,,6748,Young / Wellington,,,,
50,-10,30,50,-10,30,40,-10,25,30,-10,10,20,-10,5,,,110,-10,5,70,-10,50,90,30,60,90,10,60,90,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,-10,20,50,-10,20,50,-10,30,40,-10,20,35,-10,5,,,454.0,15,"50,35,40,25",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,6,0,9,0,0,,"KEY,CREDITCARD",C3,Vieux Montréal,ok,,6749,St-Jacques / St-Laurent,,,,
90,40,60,90,45,60,80,40,60,85,45,70,100,60,80,,,110,70,90,110,25,45,70,0,20,70,25,40,90,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.0,19,"70,35,50,55",false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,7,0,12,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,6750,de Mentana / Gilford,,,,
80,20,50,80,20,50,80,20,55,55,0,10,25,-10,5,,,50,-10,40,80,0,60,90,25,75,60,10,30,30,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.0,15,"60,65,65,55",false,false,,,true,false,true,true,1970-01-18T20:14:20-05,false,12,0,3,0,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,6752,Hutchison / Beaubien,,,,
,,,,,,,,,,,,,,,,,60,0,20,75,0,55,80,10,55,90,0,20,40,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,25,50,80,20,50,80,30,50,85,35,55,85,35,55,,,471.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,18,0,5,0,0,,"KEY,CREDITCARD",N3,Rosemont Est,ok,,6753,Centre ÉPIC (St-Zotique / 40e avenue),,,,
,,,,,,,,,,,,,,,,,110,0,50,110,0,50,35,0,15,60,0,30,60,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,2,0,21,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,6754,Eadie / Dubois,,,,
80,20,65,80,20,65,80,20,65,90,40,75,100,55,85,,,110,65,85,110,35,60,90,0,70,110,40,65,100,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,,,100,20,50,100,20,50,100,20,50,100,35,65,100,35,75,,,411.0,23,"75,60,70,85",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,0,16,0,0,,"KEY,CREDITCARD",C9,Plateau Ouest,ok,,6929,St-André / St-Grégoire,,,,
,,,,,,,,,,,,,,,,,30,-10,10,60,0,40,85,10,70,50,0,20,30,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0,35,"50,60,40,15",false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,10,0,25,0,0,,"KEY,CREDITCARD",N3,Villeray,ok,,6930,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),,,,
,,,,,,,,,,,,,,,,,90,10,50,90,10,50,75,15,50,70,10,55,85,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,7,1,11,0,0,,"KEY,CREDITCARD",N1,Villeray,ok,,7001,Ball / Querbes,,,,
,,,,,,,,,,,,,,,,,110,0,50,110,0,50,40,0,20,60,10,45,60,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:12-05,false,14,0,9,0,0,,"KEY,CREDITCARD",N4,Ahuntsic Ouest,ok,,7002,Tolhurst / Fleury,2019-06-04T11:02:57-04,14,,
,,,,,,,,,,,,,,,,,110,40,65,110,30,65,90,35,70,90,20,50,90,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.0,31,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,25,0,6,0,0,,"KEY,CREDITCARD",C1,Centre Ouest,ok,,7003,Guy / St-Catherine,,,,
80,0,40,80,0,40,60,0,30,60,20,30,70,0,40,,,110,25,50,110,20,50,60,0,20,60,0,30,70,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,40,80,20,50,80,20,50,,,476.0,31,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,9,2,20,0,0,,"KEY,CREDITCARD",N4,Ahuntsic,ok,,7004,Émile-Journault / de Chateaubriand,,,,
70,0,50,70,0,50,80,0,50,70,0,50,70,0,50,,,110,10,50,90,-10,50,35,-10,10,50,-10,35,60,-10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,40,70,0,40,80,0,50,75,0,45,70,0,50,,,477.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:21-05,false,7,0,8,0,0,,"KEY,CREDITCARD",N4,Ahuntsic,ok,,7005,Marquette / Fleury,2019-06-04T11:02:58-04,7,,
,,,,,,,,,,,,,,,,,100,0,50,60,-10,40,20,-10,10,60,-10,30,60,-10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,4,1,10,0,0,,"KEY,CREDITCARD",N4,Ahuntsic Ouest,ok,,7006,Clark / Fleury,2019-06-04T11:02:59-04,4,,
,,,,,,,,,,,,,,,,,100,40,80,100,40,75,80,20,50,70,0,30,70,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,27,,false,false,,,true,false,true,true,1970-01-18T20:14:18-05,false,10,1,16,0,0,,"KEY,CREDITCARD",O4,Côte des Neiges,ok,,7007,Kirkfield / de Chambois,,,,
,,,,,,,,,,,,,,,,,90,10,50,90,10,50,55,0,30,85,25,55,85,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,30,55,85,30,55,85,35,55,80,35,60,90,40,65,,,553.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,3,1,11,0,0,,"KEY,CREDITCARD",N4,Villeray,ok,,7008,Rousselot / Jarry,,,,
,,,,,,,,,,,,,,,,,110,-10,50,60,-10,20,60,0,25,55,0,20,40,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,552.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,10,0,5,0,0,,"KEY,CREDITCARD",C3,UQAM,ok,,7009,Place Émilie-Gamelin (St-Hubert / de Maisonneuve),2019-06-04T09:02:39-04,11,,
65,0,40,65,0,40,70,20,50,70,0,40,50,0,30,,,100,10,50,100,10,50,80,10,60,90,30,60,80,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,35,60,0,35,60,0,30,65,0,40,55,0,30,,,505.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:15-05,false,8,0,15,0,0,,"KEY,CREDITCARD",O4,Côte des Neiges,ok,,7010,Coolbrook / Queen-Mary,,,,
,,,,,,,,,,,,,,,,,20,-10,10,35,-10,30,70,-10,65,95,30,70,110,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,7,2,6,0,0,,"KEY,CREDITCARD",C4,Centre Sud,ok,,7011,Panet / de Maisonneuve,,,,
60,-10,20,80,-10,50,60,-10,30,60,-10,30,50,-10,20,,,35,-10,15,45,-10,35,75,10,40,80,10,40,55,-10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,-10,40,60,-10,40,60,-10,30,60,-10,20,60,-10,20,,,506.0,11,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,0,4,0,0,,"KEY,CREDITCARD",C3,Centre Sud,ok,,7012,St-Hubert / René-Lévesque,,,,
80,20,75,80,20,75,80,20,65,90,45,75,96,55,80,,,110,0,40,110,0,40,55,0,20,85,10,25,95,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,40,80,20,40,80,20,40,80,20,40,80,20,40,,,507.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,0,1,18,0,0,,"KEY,CREDITCARD",O3,ND de Grâce,ok,,7013,Benny / Sherbrooke,,,2019-06-04T11:32:30-04,0
