dayOfWeek1.period1Max,dayOfWeek1.period1Min,dayOfWeek1.period1Target,dayOfWeek1.period2Max,dayOfWeek1.period2Min,dayOfWeek1.period2Target,dayOfWeek1.period3Max,dayOfWeek1.period3Min,dayOfWeek1.period3Target,dayOfWeek1.period4Max,dayOfWeek1.period4Min,dayOfWeek1.period4Target,dayOfWeek1.period5max,dayOfWeek1.period5min,dayOfWeek1.period5target,dayOfWeek1.sector,dayOfWeek1.sector.id,dayOfWeek2.period1Max,dayOfWeek2.period1Min,dayOfWeek2.period1Target,dayOfWeek2.period2Max,dayOfWeek2.period2Min,dayOfWeek2.period2Target,dayOfWeek2.period3Max,dayOfWeek2.period3Min,dayOfWeek2.period3Target,dayOfWeek2.period4Max,dayOfWeek2.period4Min,dayOfWeek2.period4Target,dayOfWeek2.period5max,dayOfWeek2.period5min,dayOfWeek2.period5target,dayOfWeek2.sector,dayOfWeek2.sector.id,dayOfWeek3.period1Max,dayOfWeek3.period1Min,dayOfWeek3.period1Target,dayOfWeek3.period2Max,dayOfWeek3.period2Min,dayOfWeek3.period2Target,dayOfWeek3.period3Max,dayOfWeek3.period3Min,dayOfWeek3.period3Target,dayOfWeek3.period4Max,dayOfWeek3.period4Min,dayOfWeek3.period4Target,dayOfWeek3.period5max,dayOfWeek3.period5min,dayOfWeek3.period5target,dayOfWeek3.sector,dayOfWeek3.sector.id,dayOfWeek4.period1Max,dayOfWeek4.period1Min,dayOfWeek4.period1Target,dayOfWeek4.period2Max,dayOfWeek4.period2Min,dayOfWeek4.period2Target,dayOfWeek4.period3Max,dayOfWeek4.period3Min,dayOfWeek4.period3Target,dayOfWeek4.period4Max,dayOfWeek4.period4Min,dayOfWeek4.period4Target,dayOfWeek4.period5max,dayOfWeek4.period5min,dayOfWeek4.period5target,dayOfWeek4.sector,dayOfWeek4.sector.id,dayOfWeek5.period1Max,dayOfWeek5.period1Min,dayOfWeek5.period1Target,dayOfWeek5.period2Max,dayOfWeek5.period2Min,dayOfWeek5.period2Target,dayOfWeek5.period3Max,dayOfWeek5.period3Min,dayOfWeek5.period3Target,dayOfWeek5.period4Max,dayOfWeek5.period4Min,dayOfWeek5.period4Target,dayOfWeek5.period5max,dayOfWeek5.period5min,dayOfWeek5.period5target,dayOfWeek5.sector,dayOfWeek5.sector.id,dayOfWeek6.period1Max,dayOfWeek6.period1Min,dayOfWeek6.period1Target,dayOfWeek6.period2Max,dayOfWeek6.period2Min,dayOfWeek6.period2Target,dayOfWeek6.period3Max,dayOfWeek6.period3Min,dayOfWeek6.period3Target,dayOfWeek6.period4Max,dayOfWeek6.period4Min,dayOfWeek6.period4Target,dayOfWeek6.period5max,dayOfWeek6.period5min,dayOfWeek6.period5target,dayOfWeek6.sector,dayOfWeek6.sector.id,dayOfWeek7.period1Max,dayOfWeek7.period1Min,dayOfWeek7.period1Target,dayOfWeek7.period2Max,dayOfWeek7.period2Min,dayOfWeek7.period2Target,dayOfWeek7.period3Max,dayOfWeek7.period3Min,dayOfWeek7.period3Target,dayOfWeek7.period4Max,dayOfWeek7.period4Min,dayOfWeek7.period4Target,dayOfWeek7.period5max,dayOfWeek7.period5min,dayOfWeek7.period5target,dayOfWeek7.sector,dayOfWeek7.sector.id,id,info.capacity,info.cluster,info.eightd_has_available_keys,info.eightd_has_key_dispenser,info.index,info.installDate,info.installed,info.is_installed,info.is_renting,info.is_returning,info.last_reported,info.locked,info.num_bikes_available,info.num_bikes_disabled,info.num_docks_available,info.num_docks_disabled,info.priority,info.removalDate,info.rental_methods,info.secteur_lavage,info.secteur_redist,info.status,info.temporary,info.terminalName,label,threshold.maxMet,threshold.maxMetQty,threshold.minMet,threshold.minMetQty
80,-10,20,60,-10,25,60,-10,20,90,20,40,100,-10,50,,,80,10,30,100,0,40,110,40,85,110,10,50,100,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,-10,40,70,-10,40,70,-10,30,70,-10,40,70,-10,30,,,508.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,13,0,6,0,0,,"KEY,CREDITCARD",O4,Côte des Neiges,ok,,7014,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),,,,
,,,,,,,,,,,,,,,,,110,-10,50,110,-10,50,60,10,40,70,10,50,80,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,17,2,4,0,0,,"KEY,CREDITCARD",SO1,Lassalle,ok,,7015,Parc des Rapides (LaSalle / 6e avenue),2019-06-04T11:03:03-04,14,,
60,0,30,60,0,30,60,0,20,60,0,20,50,0,20,,,110,0,50,110,0,50,35,0,10,50,0,20,40,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,20,80,20,50,60,0,30,60,0,35,65,0,35,,,481.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:20-05,false,7,0,12,0,0,,"KEY,CREDITCARD",E2,Hochelaga Est,ok,,7016,Métro Langelier (Langelier / Sherbrooke),2019-06-04T11:12:45-04,7,,
70,10,50,60,0,55,85,0,60,70,0,55,80,0,60,,,100,0,35,100,0,35,10,-10,5,60,-10,35,70,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,10,0,5,0,0,,"KEY,CREDITCARD",E2,Hochelaga Ouest,ok,,7017,Bennett / Ste-Catherine,2019-06-04T11:03:04-04,9,,
45,0,20,45,0,20,50,0,25,50,0,25,50,0,30,,,110,-10,50,110,0,35,30,0,10,30,-10,15,60,-10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,20,55,0,20,55,0,30,45,0,20,50,0,20,,,483.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,0,16,0,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,7018,Valois / Ste-Catherine,2019-06-04T12:12:22-04,7,,
55,-10,30,60,0,40,85,20,55,80,20,60,60,-10,25,,,110,-10,50,110,-10,50,95,40,70,110,60,90,85,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,20,55,0,20,55,0,30,45,0,20,50,0,20,,,484.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,13,0,10,0,0,,"KEY,CREDITCARD",C10,Mile-End,ok,,7019,Casgrain / St-Viateur,,,,
80,20,55,60,10,30,60,15,55,80,20,30,80,10,55,,,90,-10,50,90,-10,50,35,0,10,50,0,30,70,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,40,60,0,40,60,0,30,60,0,40,50,0,20,,,485.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,6,0,9,0,0,,"KEY,CREDITCARD",E1,Hochelaga Ouest,ok,,7020,St-Germain / Hochelaga,2019-06-04T11:03:05-04,8,,
,,,,,,,,,,,,,,,,,110,20,60,80,10,35,85,20,40,80,0,60,90,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,8,1,14,0,0,,"KEY,CREDITCARD",O4,Outremont,ok,,7021,Dollard / Van Horne,,,,
,,,,,,,,,,,,,,,,,100,20,60,80,25,60,85,30,55,90,40,65,90,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,6,1,8,0,0,,"KEY,CREDITCARD",O4,Outremont,ok,,7022,Durocher / Bernard,,,,
,,,,,,,,,,,,,,,,,80,0,40,70,20,40,70,10,40,80,20,50,80,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:16-05,false,2,1,12,0,0,,"KEY,CREDITCARD",N3,Villeray,ok,,7023,CHSLD St-Michel (Jarry / 8e avenue),,,,
,,,,,,,,,,,,,,,,,110,60,90,110,60,90,110,60,90,110,60,90,110,60,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,11,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,5,0,6,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,7024,Berri / Gilford,,,2019-06-04T08:47:04-04,6
100,20,75,100,20,75,100,25,80,100,35,70,100,55,90,,,50,10,40,90,40,70,95,45,70,100,45,80,85,30,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,80,100,40,80,100,20,80,100,35,70,100,40,70,,,539.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,18,0,5,0,0,,"KEY,CREDITCARD",C10,Mile-End,ok,,7025,St-Dominique / Bernard,,,,
80,30,55,80,30,55,80,20,50,50,0,30,30,-10,10,,,42,-10,40,90,-10,65,90,45,75,90,30,60,80,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,35,55,80,35,55,80,20,55,80,20,50,80,20,50,,,540.0,11,,false,false,,,false,false,true,true,1970-01-18T19:55:33-05,false,0,0,11,0,0,,"KEY,CREDITCARD",C9,Mile-End,à venir,,7026,Maguire / Henri-Julien,,,2019-06-04T11:03:08-04,0
80,20,65,80,20,65,85,35,65,90,50,75,100,60,85,,,100,55,70,100,25,35,60,10,25,80,0,50,95,30,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,541.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,0,0,15,0,0,,"KEY,CREDITCARD",C7,Plateau Est,ok,,7027,Terrasse Guindon / Fullum,,,2019-06-04T11:57:18-04,1
70,10,40,70,10,40,70,10,40,50,-10,20,30,-10,10,,,35,-10,30,85,-10,60,110,55,85,90,30,60,55,-10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,20,50,80,20,50,80,20,50,100,40,60,100,50,70,,,542.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,14,0,9,0,0,,"KEY,CREDITCARD",C10,Mile-End,ok,,7028,de Gaspé / St-Viateur,,,,
100,0,70,100,0,70,100,0,70,100,0,80,100,55,80,,,100,40,60,100,15,30,80,0,3,80,20,55,80,20,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,40,60,100,40,60,100,20,55,100,20,55,100,20,55,,,543.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,0,0,19,0,0,,"KEY,CREDITCARD",C9,Plateau Est,ok,,7029,Cartier / Masson,,,2019-06-04T12:07:22-04,0
80,40,60,80,40,60,85,40,70,75,30,55,80,30,55,,,110,55,85,110,-10,25,100,0,3,80,35,50,80,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,50,70,20,50,70,20,50,70,20,50,70,20,55,,,490.0,11,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,0,0,11,0,0,,"KEY,CREDITCARD",C7,Plateau Est,ok,,7030,de Bordeaux / Marie-Anne,,,2019-06-04T11:37:32-04,0
80,40,60,80,40,60,85,40,70,75,30,55,80,30,55,,,90,10,60,90,10,60,80,45,60,80,25,55,80,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,20,50,70,20,50,70,20,50,70,20,50,70,20,55,,,491.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,3,0,12,0,0,,"KEY,CREDITCARD",C8,Plateau Ouest,ok,,7031,Berri / Rachel,,,2019-06-04T11:52:26-04,6
90,35,75,90,35,75,90,40,60,100,40,80,100,60,80,,,110,60,75,100,60,75,110,50,75,110,45,80,110,55,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,35,70,100,35,70,100,35,65,90,40,65,100,40,65,,,492.0,27,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,8,0,19,0,0,,"KEY,CREDITCARD",C9,Plateau Ouest,ok,,7032,Drolet / Laurier,,,2019-06-04T08:32:15-04,14
80,0,65,80,0,65,90,35,65,90,40,70,100,55,70,,,90,20,60,85,10,65,90,45,70,100,45,85,100,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30,70,90,30,70,80,30,55,80,40,60,80,40,60,,,493.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,5,0,14,0,0,,"KEY,CREDITCARD",C5,McGill,ok,,7033,Aylmer / Prince-Arthur,,,2019-06-04T11:03:11-04,4
,,,,,,,,,,,,,,,,,50,-10,10,45,-10,10,30,-10,25,60,-10,30,40,-10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.0,25,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,1,17,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,7034,Atwater / Greene,,,,
80,20,50,80,20,50,80,20,50,90,-1,50,90,40,60,,,110,55,85,100,10,35,70,0,4,80,25,50,85,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,45,75,90,35,70,90,20,65,90,20,70,90,45,70,,,495.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,3,1,11,0,0,,"KEY,CREDITCARD",C7,Plateau Est,ok,,7035,Fullum / Gilford,,,,
100,40,70,100,40,70,100,20,60,100,40,75,110,50,80,,,110,70,80,110,20,55,110,50,65,90,55,60,100,45,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,45,80,100,45,80,80,20,50,100,35,80,100,50,80,,,496.0,11,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,1,9,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,7036,Hutchison / Edouard Charles,,,2019-06-02T12:07:17-04,2
80,20,65,80,0,65,90,35,65,90,40,70,100,55,70,,,110,30,50,110,30,70,100,35,60,110,45,80,110,55,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,30,70,90,30,70,80,30,55,80,40,60,80,40,60,,,497.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,3,0,12,0,0,,"KEY,CREDITCARD",C5,Plateau Ouest,ok,,7037,Prince-Arthur / Ste-Famille,,,2019-06-04T10:57:17-04,4
80,20,40,80,20,40,100,20,70,90,45,65,85,40,60,,,80,15,40,80,15,40,80,10,35,80,20,40,60,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,35,55,75,35,55,80,25,50,75,20,50,70,10,40,,,498.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,10,0,9,0,0,,"KEY,CREDITCARD",C6,Plateau Ouest,ok,,7038,Guilbault / Clark,,,,
,,,,,,,,,,,,,,,,,80,0,60,85,10,40,45,10,25,70,0,55,60,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,25,55,85,25,55,85,30,55,85,30,55,90,40,60,,,499.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,1,0,14,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,7039,du Mont-Royal / Augustin-Frigon,,,2019-06-04T07:12:03-04,0
,,,,,,,,,,,,,,,,,30,-10,10,75,10,60,85,20,60,85,25,60,70,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,10,0,9,0,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,7040,St-Urbain / Beaubien,,,,
,,,,,,,,,,,,,,,,,20,-10,5,35,-10,30,80,20,60,110,45,85,110,45,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,25,55,85,20,55,85,30,55,85,35,55,85,35,55,,,501.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,18,0,5,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,7041,de Maisonneuve / Peel,,,,
,,,,,,,,,,,,,,,,,25,-10,20,70,10,55,70,10,65,30,-10,10,-10,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,7,0,8,0,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,7042,Alexandra / Jean-Talon,,,,
85,40,65,85,25,55,80,30,60,90,45,65,100,55,75,,,90,10,35,90,10,40,75,10,30,80,40,60,95,55,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,30,,,70,30,50,90,25,55,90,10,60,90,35,60,90,35,65,,,502.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,10,1,8,0,0,,"KEY,CREDITCARD",E3,Rosemont Est,ok,,7043,Ernest-Gendreau / du Mont-Royal,,,,
,,,,,,,,,,,,,,,,,80,20,30,80,10,50,80,20,50,80,20,50,80,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,9,0,6,0,0,,"KEY,CREDITCARD",N3,Rosemont Est,ok,,7044,Hôpital Santa Cabrini (St-Zotique / Jeanne-Jugan),,,,
60,20,35,60,20,35,70,0,40,70,20,40,65,10,40,,,90,20,50,100,10,50,80,-10,50,70,-10,50,70,-10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,40,60,20,40,65,20,50,65,20,45,60,10,40,,,509.0,14,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,7,0,7,1,0,,"KEY,CREDITCARD",N1,Rosemont Ouest,ok,,7045,Casgrain / Mozart,,,,
100,20,70,100,20,70,95,25,70,95,40,75,100,50,80,,,15,-10,5,60,0,40,100,30,75,100,30,75,95,40,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,40,55,80,20,50,80,20,50,90,40,55,90,45,65,,,510.0,19,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,17,0,2,0,0,,"KEY,CREDITCARD",C1,Centre Ville,ok,,7046,de Maisonneuve / Mansfield (est),,,,
80,20,50,80,20,50,80,25,55,85,35,60,80,35,60,,,80,-10,60,65,-10,40,60,-10,40,75,-10,55,75,-10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,25,55,80,25,55,80,20,50,80,20,55,85,20,50,,,511.0,31,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,5,0,26,0,0,,"KEY,CREDITCARD",SO2,Griffintown,ok,,7047,Ottawa / Peel,,,,
70,0,45,70,0,45,70,0,45,80,0,55,80,10,50,,,110,-10,50,110,-10,50,80,10,40,70,10,50,80,10,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,45,70,0,45,70,0,45,70,0,45,80,10,55,,,512.0,31,,false,false,,,true,false,true,true,1970-01-18T20:14:22-05,false,10,0,21,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,7048,Métro Angrignon (des Trinitaires / Lamont),,,,
30,-10,20,50,-10,25,50,-10,20,50,-10,20,40,-10,15,,,100,-10,70,70,-10,40,20,-10,5,35,-10,15,40,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,-10,20,40,-10,20,30,-10,5,30,-10,20,40,-10,5,,,513.0,7,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,2,0,5,0,0,,"KEY,CREDITCARD",SO2,Griffintown,ok,,7049,William / Guy,2019-06-04T12:02:32-04,2,,
80,20,50,80,20,50,80,25,55,85,35,60,80,35,60,,,110,-10,35,110,-10,25,110,-10,5,110,-10,20,110,-10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,25,55,80,25,55,80,20,50,80,20,55,85,35,50,,,514.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,3,0,12,0,0,,"KEY,CREDITCARD",SO2,Griffintown,ok,,7050,Ottawa / William,,,,
80,20,50,80,20,50,80,20,50,80,20,50,80,20,50,,,90,35,50,80,10,50,60,0,25,75,10,55,85,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,30,,,55,0,30,55,0,30,65,0,25,65,-10,35,65,-10,35,,,515.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,0,14,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,7051,Jogues / Allard,,,,
50,0,20,50,0,20,50,20,15,30,-10,10,30,-10,5,,,35,-10,10,80,-10,75,50,0,35,40,-10,20,20,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,20,55,0,20,55,0,30,60,0,20,40,0,10,,,516.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,22,0,1,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,7052,Shearer / Centre,2019-06-04T09:22:21-04,20,,
55,0,40,55,0,40,55,20,40,65,20,50,70,30,60,,,110,-10,50,110,-10,50,45,-10,25,80,10,50,85,30,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,20,40,55,20,40,60,20,40,65,20,40,65,10,40,,,517.0,23,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,2,2,19,0,0,,"KEY,CREDITCARD",SO1,Sud Ouest,ok,,7053,Ropery / Augustin-Cantin,,,,
60,0,30,60,0,30,60,-1,35,60,-10,40,70,10,50,,,110,-10,50,110,-10,50,30,-10,20,55,0,35,85,25,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,30,50,0,30,55,0,30,60,0,40,65,0,40,,,518.0,35,,false,false,,,true,false,true,true,1970-01-18T20:14:24-05,false,9,0,26,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,7054,de la Côte St-Paul / St-Ambroise,,,,
35,-10,5,40,-10,10,30,-10,10,30,-10,10,30,-10,5,,,110,-10,50,80,-10,40,15,-10,5,25,-10,10,40,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,30,5,,30,-10,5,50,-10,20,35,-10,5,40,-10,10,30,-10,10,,,519.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,3,2,10,0,0,,"KEY,CREDITCARD",SO2,Sud Ouest,ok,,7055,Greene / Workman,2019-06-04T11:22:46-04,3,,
50,0,30,50,0,30,50,0,35,60,0,40,60,0,40,,,100,-10,50,100,-10,50,20,-10,5,50,-10,30,70,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,40,60,0,40,60,0,40,60,0,40,60,0,40,,,520.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:14-05,false,2,0,13,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,7056,Bibliothèque de Verdun (Brown / Bannantyne),,,,
60,20,55,60,20,55,60,-10,45,65,-10,55,70,30,60,,,110,-10,50,110,-10,50,30,-10,10,60,10,55,75,45,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,-10,35,65,-10,35,65,-10,55,60,-10,50,65,20,55,,,521.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,1,1,13,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,7057,2e avenue / Wellington,,,,
60,20,55,60,20,55,60,-10,45,65,-10,55,70,30,60,,,110,-10,50,110,-10,50,40,-10,20,60,-10,50,80,-10,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,-10,35,65,-10,35,65,-10,55,60,-10,50,65,20,55,,,522.0,15,,false,false,,,true,false,true,true,1970-01-18T20:14:23-05,false,6,0,9,0,0,,"KEY,CREDITCARD",SO1,Verdun Lasalle,ok,,7058,Gordon / Wellington,2019-06-04T11:52:33-04,6,,
